level_code,activity_id,module_id,day_number,activity_type,prompt_text,subtopic_id,resource_urls
EM5,em5_m3_d6_cl,em5_m3,6,core_lesson,Volume of Composite Figures,em5_m3_s2,"{""lesson_plan_label"": ""Volume of Composite Figures Lesson Plan""}"
EM5,em5_m3_d6_task,em5_m3,6,math_task,Volume of Composite Figures 4 Quadrant Math,em5_m3_s2,"{""gslides_label"": ""Volume of Composite Figures 4 Quadrant Math"", ""pdf_label"": ""Volume of Composite Figures 4 Quadrant Math PDF"", ""nearpod_label"": ""Volume of Composite Figures 4 Quadrant Math""}"
EM5,em5_m3_d7_mt,em5_m3,7,math_talk,"What is the height of a box if its volume is 60 cubic cm, L=5 cm and width=3 cm?",,{}
EM5,em5_m3_d7_cl,em5_m3,7,core_lesson,Volume of Composite Figures,em5_m3_s2,"{""lesson_plan_label"": ""Volume of Composite Figures Lesson Plan""}"
EM5,em5_m3_d7_task,em5_m3,7,math_task,Breaking Apart Composite Solids,em5_m3_s2,"{""gslides_label"": ""Breaking Apart Composite Solids"", ""pdf_label"": ""Breaking Apart Composite Solids PDF"", ""nearpod_label"": ""Breaking Apart Composite Solids""}"
EM5,em5_m3_d8_mt,em5_m3,8,math_talk,Student A says 5 in. X 4 in. X 2 in. equals a volume of 40 cubic inches.,,{}
EM5,em5_m3_d8_cl,em5_m3,8,core_lesson,Volume of Composite Figures,em5_m3_s2,"{""lesson_plan_label"": ""Volume of Composite Figures Lesson Plan""}"
EM5,em5_m3_d8_post,em5_m3,8,post_assessment,Module 3 Post Assessment,,"{""assessment_label"": ""Use Assessment Tab of Faculty Portal""}"
EM6,em6_m1_d2_welcome,em6_m1,2,welcome,Set up notebook / Emoji Check In,,{}
EM6,em6_m1_d2_wod,em6_m1,2,word_of_day,Introduce CCD,,{}
EM6,em6_m1_d2_dt,em6_m1,2,dot_talk,Dot Talk #1,,{}
EM6,em6_m1_d2_curr1,em6_m1,2,curriculum_block,Math Norms / Expectations for the 19 days; FAL pre assessment-slide,,"{""block_position"": ""curriculum_30_first""}"
EM6,em6_m1_d2_mt,em6_m1,2,math_talk,Math Talk 1,,{}
EM6,em6_m1_d2_gm,em6_m1,2,growth_mindset,Growth Mindset / College Readiness / AI Lessons (portal access),,{}
EM6,em6_m1_d2_curr3,em6_m1,2,curriculum_block,Pre-Assessments (All Online),,"{""block_position"": ""special_case_50""}"
EM6,em6_m1_d3_welcome,em6_m1,3,welcome,Would You Rather-1,,{}
EM6,em6_m1_d3_wod,em6_m1,3,word_of_day,Mean,em6_m1_s1,{}
EM6,em6_m1_d3_dt,em6_m1,3,dot_talk,Dot Talk #2,,{}
EM6,em6_m1_d3_curr1,em6_m1,3,curriculum_block,FAL pre assessment-slide,em6_m1_s1,"{""block_position"": ""curriculum_30_first""}"
EM6,em6_m1_d3_curr2,em6_m1,3,curriculum_block,Chips/Soda Task Slides; Chips and Soda paper copy,em6_m1_s1,"{""block_position"": ""curriculum_30_second""}"
EM6,em6_m1_d3_mt,em6_m1,3,math_talk,Math Talk 2,em6_m1_s1,{}
EM6,em6_m1_d3_gm,em6_m1,3,growth_mindset,Growth Mindset / College Readiness / AI Lessons (portal access),,{}
EM6,em6_m1_d3_curr3,em6_m1,3,curriculum_block,Investigation Online lesson,em6_m1_s1,"{""block_position"": ""special_case_50""}"
EM6,em6_m1_d4_welcome,em6_m1,4,welcome,Would You Rather-2,,{}
EM6,em6_m1_d4_wod,em6_m1,4,word_of_day,Median,em6_m1_s2,{}
EM6,em6_m1_d4_dt,em6_m1,4,dot_talk,Dot Talk #3,,{}
EM6,em6_m1_d4_curr1,em6_m1,4,curriculum_block,Bar Chart Task Slides; Bar Charts paper,em6_m1_s2,"{""block_position"": ""curriculum_30_first""}"
EM6,em6_m1_d4_curr2,em6_m1,4,curriculum_block,Investigation Online lesson; Khan Academy #2 Mean/Mode/Median - reflection,em6_m1_s2,"{""block_position"": ""curriculum_30_second""}"
EM6,em6_m1_d4_mt,em6_m1,4,math_talk,Math Talk 3,em6_m1_s2,{}
EM6,em6_m1_d4_gm,em6_m1,4,growth_mindset,Growth Mindset / College Readiness / AI Lessons (portal access),,{}
EM6,em6_m1_d4_curr3,em6_m1,4,curriculum_block,Life Span Task Slides; Life Span of an Umbrella paper,em6_m1_s2,"{""block_position"": ""special_case_50""}"
EM6,em6_m1_d4_rubric,em6_m1,4,rubric,Bar Charts Rubric; Chips/Soda Rubric,,{}
EM6,em6_m1_d5_welcome,em6_m1,5,welcome,Would You Rather-3,,{}
EM6,em6_m1_d5_wod,em6_m1,5,word_of_day,Mode,em6_m1_s3,{}
EM6,em6_m1_d5_dt,em6_m1,5,dot_talk,Dot Talk #4,,{}
EM6,em6_m1_d5_curr1,em6_m1,5,curriculum_block,Plenary Slides Reengagement; Chips & Soda Bar Chart Life span of umbrella,em6_m1_s3,"{""block_position"": ""curriculum_30_first""}"
EM6,em6_m1_d5_curr2,em6_m1,5,curriculum_block,Continue Plenary Reengagement; Chips & Soda Bar Chart Life span of umbrella,em6_m1_s3,"{""block_position"": ""curriculum_30_second""}"
EM6,em6_m1_d5_mt,em6_m1,5,math_talk,Math Talk 4,em6_m1_s3,{}
EM6,em6_m1_d5_gm,em6_m1,5,growth_mindset,Growth Mindset / College Readiness / AI Lessons (portal access),,{}
EM6,em6_m1_d5_curr3,em6_m1,5,curriculum_block,Pencil Task Slides; Pencils (optional) paper,em6_m1_s3,"{""block_position"": ""special_case_50""}"
EM6,em6_m1_d5_rubric,em6_m1,5,rubric,Life span Umbrella Rubric,,{}
EM6,em6_m1_d6_welcome,em6_m1,6,welcome,Mean Median Mode Song,,{}
EM6,em6_m1_d6_wod,em6_m1,6,word_of_day,Range,em6_m1_s4,{}
EM6,em6_m1_d6_dt,em6_m1,6,dot_talk,Dot Talk #5,,{}
EM6,em6_m1_d6_curr1,em6_m1,6,curriculum_block,Data Sense Slide Deck; Data Sense paper,em6_m1_s4,"{""block_position"": ""curriculum_30_first""}"
EM6,em6_m1_d6_curr2,em6_m1,6,curriculum_block,FAL; Representing Variability Day 1 of 3,em6_m1_s4,"{""block_position"": ""curriculum_30_second""}"
EM6,em6_m1_d6_mt,em6_m1,6,math_talk,Math Talk 5,em6_m1_s4,{}
EM6,em6_m1_d6_gm,em6_m1,6,growth_mindset,Growth Mindset / College Readiness / AI Lessons (portal access),,{}
EM6,em6_m1_d6_curr3,em6_m1,6,curriculum_block,Quiz Quiz Trade - Mean Median Mode,em6_m1_s4,"{""block_position"": ""special_case_50""}"
EM6,em6_m1_d6_rubric,em6_m1,6,rubric,Pencils Rubric,,{}
EM6,em6_m1_d7_welcome,em6_m1,7,welcome,Would You Rather-4,,{}
EM6,em6_m1_d7_wod,em6_m1,7,word_of_day,Line Plot,em6_m1_s5,{}
EM6,em6_m1_d7_dt,em6_m1,7,dot_talk,Dot Talk #6,,{}
EM6,em6_m1_d7_curr1,em6_m1,7,curriculum_block,Mean Median Mode; Representing Variability Day 2 of 3,em6_m1_s5,"{""block_position"": ""curriculum_30_first""}"
EM6,em6_m1_d7_curr2,em6_m1,7,curriculum_block,FAL; FAL Launch,em6_m1_s5,"{""block_position"": ""curriculum_30_second""}"
EM6,em6_m1_d7_mt,em6_m1,7,math_talk,Math Talk 6,em6_m1_s5,{}
EM6,em6_m1_d7_gm,em6_m1,7,growth_mindset,Growth Mindset / College Readiness / AI Lessons (portal access),,{}
EM6,em6_m1_d7_curr3,em6_m1,7,curriculum_block,FAL; Intro to FAL card sort,em6_m1_s5,"{""block_position"": ""special_case_50""}"
EM6,em6_m1_d8_welcome,em6_m1,8,welcome,What Do You Notice?,,{}
EM6,em6_m1_d8_wod,em6_m1,8,word_of_day,Dot Plot,em6_m1_s6,{}
EM6,em6_m1_d8_dt,em6_m1,8,dot_talk,Dot Talk #7,,{}
EM6,em6_m1_d8_curr1,em6_m1,8,curriculum_block,Mean Median Mode; Representing Variability Day 3 of 3,em6_m1_s6,"{""block_position"": ""curriculum_30_first""}"
EM6,em6_m1_d8_curr2,em6_m1,8,curriculum_block,FAL; FAL Card sort,em6_m1_s6,"{""block_position"": ""curriculum_30_second""}"
EM6,em6_m1_d8_mt,em6_m1,8,math_talk,Math Talk 7,em6_m1_s6,{}
EM6,em6_m1_d8_gm,em6_m1,8,growth_mindset,Growth Mindset / College Readiness / AI Lessons (portal access),,{}
EM6,em6_m1_d8_curr3,em6_m1,8,curriculum_block,Finish FAL Card sort,em6_m1_s6,"{""block_position"": ""special_case_50""}"
EM6,em6_m1_d9_welcome,em6_m1,9,welcome,Would You Rather-5,,{}
EM6,em6_m1_d9_wod,em6_m1,9,word_of_day,Bar Chart,em6_m1_s7,{}
EM6,em6_m1_d9_dt,em6_m1,9,dot_talk,Dot talk #8,,{}
EM6,em6_m1_d9_curr1,em6_m1,9,curriculum_block,FAL; FAL Gallery Walk Card Sort,em6_m1_s7,"{""block_position"": ""curriculum_30_first""}"
EM6,em6_m1_d9_curr2,em6_m1,9,curriculum_block,FAL; FAL Gallery Walk Continued,em6_m1_s7,"{""block_position"": ""curriculum_30_second""}"
EM6,em6_m1_d9_mt,em6_m1,9,math_talk,Math Talk 8,em6_m1_s7,{}
EM6,em6_m1_d9_gm,em6_m1,9,growth_mindset,Growth Mindset / College Readiness / AI Lessons (portal access),,{}
EM6,em6_m1_d9_curr3,em6_m1,9,curriculum_block,Scavenger Hunt,em6_m1_s7,"{""block_position"": ""special_case_50""}"
EM6,em6_m1_d10_welcome,em6_m1,10,welcome,Emoji Check In,,{}
EM6,em6_m1_d10_wod,em6_m1,10,word_of_day,Histogram,em6_m1_s8,{}
EM6,em6_m1_d10_dt,em6_m1,10,dot_talk,Dot Talk #9,,{}
EM6,em6_m1_d10_curr1,em6_m1,10,curriculum_block,FAL; FAL Post Assessment,em6_m1_s8,"{""block_position"": ""curriculum_30_first""}"
EM6,em6_m1_d10_curr2,em6_m1,10,curriculum_block,Movement Math; Bowl a Fact,em6_m1_s8,"{""block_position"": ""curriculum_30_second""}"
EM6,em6_m1_d10_mt,em6_m1,10,math_talk,Math Talk 9,em6_m1_s8,{}
EM6,em6_m1_d10_gm,em6_m1,10,growth_mindset,Growth Mindset / College Readiness / AI Lessons (portal access),,{}
EM6,em6_m1_d10_curr3,em6_m1,10,curriculum_block,Finish Scavenger Hunt,em6_m1_s8,"{""block_position"": ""special_case_50""}"
EM6,em6_m1_d2_pre,em6_m1,2,pre_assessment,Pre-Assessments (All Online),,"{""format"": ""online""}"
EM6,em6_m1_d10_post,em6_m1,10,post_assessment,FAL Post Assessment,,"{""format"": ""online""}"
EM6,em6_m2_d11_welcome,em6_m2,11,welcome,Would You Rather-Day 11,,{}
EM6,em6_m2_d11_wod,em6_m2,11,word_of_day,Fraction,em6_m2_s1,{}
EM6,em6_m2_d11_nt,em6_m2,11,number_talk,Number Talk #2,,{}
EM6,em6_m2_d11_curr1_slides,em6_m2,11,curriculum_block,Pizza Task Slides,em6_m2_s1,"{""block_position"": ""curriculum_30_first"", ""format"": ""slides""}"
EM6,em6_m2_d11_curr1_paper,em6_m2,11,curriculum_block,Sharing Pizzas-paper,em6_m2_s1,"{""block_position"": ""curriculum_30_first"", ""format"": ""paper""}"
EM6,em6_m2_d11_mt,em6_m2,11,math_talk,Math Talk Day 10,em6_m2_s1,{}
EM6,em6_m2_d11_gm,em6_m2,11,growth_mindset,Growth Mindset / College Readiness / AI Lessons,,{}
EM6,em6_m2_d11_curr2_slides,em6_m2,11,curriculum_block,Task & Reengagement,em6_m2_s1,"{""block_position"": ""curriculum_30_second"", ""format"": ""slides""}"
EM6,em6_m2_d11_curr2_paper,em6_m2,11,curriculum_block,Continue Sharing Pizzas,em6_m2_s1,"{""block_position"": ""curriculum_30_second"", ""format"": ""paper""}"
EM6,em6_m2_d11_curr3_slides,em6_m2,11,curriculum_block,Raspberry Cakes Task Slides,em6_m2_s1,"{""block_position"": ""special_case_50"", ""format"": ""slides""}"
EM6,em6_m2_d11_curr3_paper,em6_m2,11,curriculum_block,Raspberry Cakes-Paper,em6_m2_s1,"{""block_position"": ""special_case_50"", ""format"": ""paper""}"
EM6,em6_m2_d11_rubric,em6_m2,11,rubric,SHARING PIZZA RUBRIC; Raspberry Cake Rubric,,{}
EM6,em6_m2_d12_welcome,em6_m2,12,welcome,Would You Rather Day 12,,{}
EM6,em6_m2_d12_wod,em6_m2,12,word_of_day,Numerator,em6_m2_s2,{}
EM6,em6_m2_d12_nt,em6_m2,12,number_talk,Number Talk #3,,{}
EM6,em6_m2_d12_curr1_slides,em6_m2,12,curriculum_block,Candies Task Slides,em6_m2_s2,"{""block_position"": ""curriculum_30_first"", ""format"": ""slides""}"
EM6,em6_m2_d12_curr1_paper,em6_m2,12,curriculum_block,Candies - paper,em6_m2_s2,"{""block_position"": ""curriculum_30_first"", ""format"": ""paper""}"
EM6,em6_m2_d12_mt,em6_m2,12,math_talk,Math Talk Day 11,em6_m2_s2,{}
EM6,em6_m2_d12_gm,em6_m2,12,growth_mindset,Growth Mindset / College Readiness / AI Lessons,,{}
EM6,em6_m2_d12_curr2_slides,em6_m2,12,curriculum_block,Candies Task & Reengagement Slides,em6_m2_s2,"{""block_position"": ""curriculum_30_second"", ""format"": ""slides""}"
EM6,em6_m2_d12_curr2_paper,em6_m2,12,curriculum_block,Candies Re-engagement-paper,em6_m2_s2,"{""block_position"": ""curriculum_30_second"", ""format"": ""paper""}"
EM6,em6_m2_d12_curr3_slides,em6_m2,12,curriculum_block,FAL pre assessment Slide,em6_m2_s2,"{""block_position"": ""special_case_50"", ""format"": ""slides""}"
EM6,em6_m2_d12_curr3_paper,em6_m2,12,curriculum_block,Pre Assessment,em6_m2_s2,"{""block_position"": ""special_case_50"", ""format"": ""paper""}"
EM6,em6_m2_d12_rubric,em6_m2,12,rubric,Candies Rubric,,{}
EM6,em6_m2_d13_welcome,em6_m2,13,welcome,Would You Rather Day 13,,{}
EM6,em6_m2_d13_wod,em6_m2,13,word_of_day,Denominator,em6_m2_s3,{}
EM6,em6_m2_d13_nt,em6_m2,13,number_talk,Number Talk #4,,{}
EM6,em6_m2_d13_curr1_slides,em6_m2,13,curriculum_block,Table Decorations Task Slides,em6_m2_s3,"{""block_position"": ""curriculum_30_first"", ""format"": ""slides""}"
EM6,em6_m2_d13_curr1_paper,em6_m2,13,curriculum_block,Table Decorations-paper,em6_m2_s3,"{""block_position"": ""curriculum_30_first"", ""format"": ""paper""}"
EM6,em6_m2_d13_mt,em6_m2,13,math_talk,Math Talk Day 12,em6_m2_s3,{}
EM6,em6_m2_d13_gm,em6_m2,13,growth_mindset,Growth Mindset / College Readiness / AI Lessons,,{}
EM6,em6_m2_d13_curr2_slides,em6_m2,13,curriculum_block,Rocket Launch Task Slides,em6_m2_s3,"{""block_position"": ""curriculum_30_second"", ""format"": ""slides""}"
EM6,em6_m2_d13_curr2_paper,em6_m2,13,curriculum_block,Rocket Launch -paper,em6_m2_s3,"{""block_position"": ""curriculum_30_second"", ""format"": ""paper""}"
EM6,em6_m2_d13_curr3_slides,em6_m2,13,curriculum_block,Quiz Quiz Trade Ratio Proportional reasoning,em6_m2_s3,"{""block_position"": ""special_case_50"", ""format"": ""slides""}"
EM6,em6_m2_d13_curr3_paper,em6_m2,13,curriculum_block,FAL link,em6_m2_s3,"{""block_position"": ""special_case_50"", ""format"": ""paper""}"
EM6,em6_m2_d13_rubric,em6_m2,13,rubric,Table Decorations Rubric,,{}
EM6,em6_m2_d14_welcome,em6_m2,14,welcome,Would You Rather Day 14,,{}
EM6,em6_m2_d14_wod,em6_m2,14,word_of_day,Quantity,em6_m2_s4,{}
EM6,em6_m2_d14_nt,em6_m2,14,number_talk,Number Talk #5,,{}
